galaxy,split,role,formula_family,formula_family_candidate,family_label_source_status,family_label_claim_boundary,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,scale_radius_kpc,scale_radius_source_status,tail_inner_radius_kpc,tail_cutoff_radius_kpc,compact_support_radius_kpc,thickness_h_over_rs,ring_radius_kpc,bar_m2_strength,lopsided_m1_strength,source_dataset,measurement_method,pre_scoring_timestamp,residual_blind_certification,observable_provenance,accepted_source_status,missing_required_fields,caveat_tokens,endpoint_eligibility_status,endpoint_blocker,claim_boundary
UGC05829,holdout,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,low_inclination;large_distance_error,34.0,0.299768518519,1.7362519409099797,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05986,holdout,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,90.0,0.300115874855,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06818,holdout,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,75.0,0.138888888889,1.465202610619796,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06917,holdout,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,56.0,0.138888888889,2.9592029537411486,ACCEPTED_SOURCE_OBSERVABLE,,,,,,1.9861828430411028,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06983,holdout,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,49.0,0.138888888889,3.1389718176746237,ACCEPTED_SOURCE_OBSERVABLE,,,,,,2.3081958341595046,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07151,holdout,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,90.0,0.049490538574,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07261,holdout,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.45,few_rotation_points;low_inclination;large_distance_error,30.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07577,holdout,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,63.0,0.050193050193,0.737955063561961,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07603,holdout,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,78.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC08699,holdout,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,73.0,0.249872773537,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC11914,holdout,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,low_inclination;large_distance_error,31.0,0.301775147929,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC12506,holdout,candidate,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,86.0,0.100397614314,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGCA444,holdout,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,78.0,0.051020408163,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
D512-2,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,few_rotation_points;large_distance_error,56.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
D564-8,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,63.0,0.031854379977,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
D631-7,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,59.0,0.023316062176,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
DDO064,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,60.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
DDO154,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,64.0,0.049504950495,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
DDO161,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,70.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
DDO168,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,63.0,0.049411764706,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
DDO170,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,66.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
ESO079-G014,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,79.0,0.249825783972,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
ESO444-G084,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.6000000000000001,few_rotation_points;low_inclination,32.0,0.099378881988,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
ESO563-G021,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,83.0,0.149671052632,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
F563-V1,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,60.0,0.2,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F563-V2,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,low_inclination,29.0,0.19932998325,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F565-V2,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,few_rotation_points;large_distance_error,60.0,0.200772200772,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F567-2,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.6000000000000001,few_rotation_points;low_inclination,20.0,0.149367088608,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F568-3,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,40.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F568-V1,train,candidate,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,40.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F571-8,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,85.0,0.200750469043,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
F571-V1,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.6000000000000001,few_rotation_points;low_inclination,30.0,0.099875156055,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
F574-1,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,65.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
