galaxy,proxy_formula_family_for_scope,sparc_present,s4g_match_status,ned_nedd_match_status,dustpedia_match_status,phangs_match_status,hi_survey_match_status,primary_morphology_source,secondary_morphology_source,accepted_observable_collection_status,crossmatch_notes
NGC3917,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC3953,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC3992,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4010,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4051,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4068,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4085,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4100,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4138,K_compact_finite,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4157,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4217,K_compact_finite,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC4559,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC5005,K_compact_finite,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC5033,K_compact_finite,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC5055,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC5371,K_thick_flared,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC5585,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC6015,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC6195,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
NGC6503,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC6674,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
NGC7793,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
NGC7814,K_compact_finite,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
PGC51017,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC00128,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC00191,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC00634,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC01230,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC01281,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC02455,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC02487,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC02885,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC02916,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC02953,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC03205,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC03546,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC04278,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC04325,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC04483,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC05005,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC05253,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC05721,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC05750,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC05764,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC05918,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC05999,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC06399,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC06446,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC06614,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC06628,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC06667,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC06786,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC06787,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC06923,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC06930,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC06973,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC07089,K_exponential_disk,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC07125,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC07232,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC07323,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC07399,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC07524,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC07559,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC07608,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC07690,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC07866,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC08286,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC08490,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC08550,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC08837,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC09037,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC09133,K_compact_finite,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC09992,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC10310,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGC11455,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC11557,K_exponential_disk,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC11820,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC12632,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGC12732,K_scale_tail_spiral,True,S4G_MATCHED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,S4G,DustPedia/NED_NEDD_TO_BE_CHECKED,PARTIAL_S4G_SCALE_CANDIDATE,S4G disk scale candidate acquired; family label still requires audit
UGCA281,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
UGCA442,K_scale_tail_spiral,True,NO_S4G_MATCH,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_CHECKED,TO_BE_ASSIGNED,DustPedia/NED_NEDD_TO_BE_CHECKED,NOT_STARTED,No S4G disk scale candidate acquired
