galaxy,split,coarse_formula_family,dominant_intake_family,dominant_evidence_status,n_nonzero_source_components,source_supported_components,proxy_or_missing_components,component_gate,normalization_status,normalization_candidate_present,proxy_gate_status,orientation_status,memory_status,memory_projection_status,freeze_status,endpoint_scores_computed,endpoint_freeze_allowed,claim_boundary
UGC07577,holdout,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,2,K_scale_tail_spiral;K_exponential_disk,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC07603,holdout,K_exponential_disk,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC08699,holdout,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC11914,holdout,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC12506,holdout,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGCA444,holdout,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
D512-2,train,K_scale_tail_spiral,K_compact_finite,MISSING_SOURCE_SUPPORT,0,,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_SOURCE_MISSING,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
D564-8,train,K_scale_tail_spiral,K_thick_flared,MISSING_SOURCE_SUPPORT,1,,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_SOURCE_MISSING,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
D631-7,train,K_scale_tail_spiral,K_thick_flared,MISSING_SOURCE_SUPPORT,1,,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_SOURCE_MISSING,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
DDO064,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
DDO154,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
DDO161,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
DDO168,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
DDO170,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
ESO079-G014,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
ESO444-G084,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
ESO563-G021,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F563-V1,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F563-V2,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F565-V2,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F567-2,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F568-3,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F568-V1,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F571-8,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F571-V1,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F574-1,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F574-2,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F579-V1,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F583-1,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
F583-4,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
KK98-251,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0055,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0100,train,K_exponential_disk,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0247,train,K_exponential_disk,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0289,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0300,train,K_exponential_disk,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0801,train,K_thick_flared,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC0891,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,3,K_compact_finite;K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC1003,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
