permutation,tpg_mse_reduction_3p6,tpg_mse_reduction_4p5
639,-0.014844103026629085,-0.022269613892810458
640,-0.020173606381002518,-0.023029798623705244
641,-0.012897758867515097,-0.006486072906400797
642,-0.022331026377591434,-0.027670918288027146
643,0.0013130287551708086,0.028765884551787968
644,0.015449205126040366,0.04115461711627061
645,-0.05608331812642031,-0.06544921974055884
646,-0.0433251868682023,-0.01268937928260283
647,0.0037327423591830833,-0.01718674097657058
648,-0.04646490153551153,-0.02313931890488452
649,-0.023008869302725832,-0.009687424304007375
650,-0.04283347456622433,-0.027945550621918946
651,0.007878526741476821,-0.00045433565830166334
652,-0.0028357705025386926,-0.005452905613220094
653,-0.0021647616713514894,-0.03141965978890937
654,-0.026341769940846693,-0.03525585187433811
655,0.001290512949066458,-0.018295620147798952
656,-0.01358250814146289,-0.016892682837596373
657,-0.01788179552857827,-0.020885699292867543
658,-0.050064392657381385,-0.016447436382044045
659,-0.024874621539780706,-0.002151876764804883
660,-0.04772744672395002,-0.07088231055529604
661,-0.0018832754526638684,0.025065550891817057
662,-0.021763452484960366,-0.021913005915897843
663,0.004339324459053939,-0.007336870718747557
664,-0.04393066267574819,-0.035995591776724734
665,-0.030619082285597177,-0.007223510966210989
666,-0.03872121781929194,-0.017444100240823768
667,-0.07233660122438523,-0.05411665580511971
668,-0.028354595970387586,-0.027113273609978505
669,-0.005815798467615596,0.012212491380257762
670,-0.017422073203633204,-0.006600344764655652
671,-0.00325496623125765,-0.015506533199185601
672,-0.018355273074683764,-0.009039522804359934
673,-0.00321496468837712,0.006979772445065868
674,-0.02212781989244028,-0.04430538318127597
675,0.07459254673424409,0.04238827451149313
676,-0.023983412390698233,-0.021643885832309473
677,0.014738235107086217,0.023756897068395122
678,-0.020859200682576406,0.017754459463532768
679,-0.023753391104071486,-0.043191921732449345
680,-0.014798392580243513,-0.01472926238534411
681,-0.008089793148091773,-0.018680627589006238
682,0.012957689061974587,0.03661035832299636
683,-0.014011293553991777,-0.035540874579193193
684,-0.010954382248222316,0.00280141136446288
685,0.00504375803145285,0.007871789265327167
686,-0.013612118248242155,-0.022519992488965856
687,-0.017352041705979482,-0.02008589037886821
688,-0.016383618132889022,-0.0060867793129582015
689,0.006094981448650505,0.0033028262827784483
690,-0.004678328955605937,0.0020775689232439554
691,-0.007154663287857854,0.00018899880092138055
692,-0.003648872555240379,-0.010505278299924314
693,-0.06171718272062354,-0.0486473467106856
694,-0.02249131502129109,-0.009127360477820812
695,-0.03080878607699067,-0.027415916113231575
696,0.008975967759438985,0.007191711748907537
697,-0.0071447348982059955,-0.012324008914233908
698,-0.03847262580071831,-0.052056778671373594
699,-0.006346484056794055,-0.0004027970165076944
700,0.008242438103720606,0.026232683637705978
701,-0.017000052900466134,-0.024054425484855813
702,0.007116739306164854,0.0032973199600437875
703,-0.018525227954108603,-0.00503814846179762
704,-0.03678219297813223,-0.028026243810943652
705,-0.026426685818719875,-0.031212485260832534
706,-0.019347106385129265,-0.04416186637302322
707,-0.004054154410400579,-0.0026636828016750602
708,-0.005575464193720792,0.015574926204475481
709,-0.030528424060638937,-0.031672623845672265
710,-0.03246152047020978,-0.027091855285736655
711,-0.018603670182366416,-0.014507808261132182
712,-0.048406828381679645,-0.006803930641247291
713,-0.014702679697524146,-0.0344195924304288
714,-0.008477394305239416,-0.008935026744149366
715,0.015330254788005426,0.015228393895307168
716,0.027079666668730684,0.00494432885435292
717,0.0019097600324878838,0.0045195604065428885
718,-0.025799637971814393,-0.007262015561235069
719,-0.01736036026226717,-0.028944472830314982
720,-0.0031785162827303592,-0.004088102101035274
721,0.01650746831052824,0.020167067591447152
722,-0.03382106162122178,-0.025591784376866822
723,-0.04876639511869796,0.017967411560645963
724,-0.0009443368234416383,-0.0066221178412724235
725,-0.02745297140743075,-0.057462237383675174
726,-0.02125299985245732,-0.0012152642731050323
727,-0.019092555037429237,-0.006507729856070066
728,-0.013939513945223636,-0.010953730692369934
729,-0.016517969516733122,-0.024099923758268638
730,-0.011421455937533631,-0.020990088852558708
731,-0.011923311236413658,-0.01077968076766389
732,-0.011509062418060712,-0.016797004431936213
733,0.008561264809860192,-0.009267005367092573
734,-0.007204397368487214,-0.020747759546322797
735,-0.06902708816202763,-0.06014322919610182
736,-0.013171753743002612,-0.007022603219953294
737,-0.016987476441569394,0.0055142211110283945
738,-0.010542336468459146,-0.007157811971372885
739,-0.02201424865953716,-0.04742009439948036
740,-0.013519082056981935,-0.003363037967132221
741,-0.018102467300518454,-0.03681039937250652
742,-0.005130159837599346,-0.021135899995880503
743,-0.04430338914780996,-0.05006951093341583
744,-0.06614445633565735,-0.051231372997989855
745,0.016417346556376,-0.013867056662867472
746,-0.024310474162990037,-0.015358134371829202
747,-0.0007421701023182514,0.012367428454292673
748,-0.03380346010518831,-0.02544871917361935
749,-0.03281619358169441,-0.046632950758312086
750,0.03157733240615579,0.01601667539865176
751,-0.03493186023045913,-0.015000276147751013
752,0.021507110858985767,-0.02228460853919345
753,-0.038972575479353844,-0.024569118811669233
754,-0.01849627474953064,-0.015521859080256162
755,-0.006317266275889466,-0.010223174819924963
756,0.009522806261974104,0.021293361724638027
757,-0.018696929690994457,-0.01941645330860664
758,-0.013671693983423938,0.01941987289412811
759,-0.016486902937906223,-0.015357818717151805
760,-0.06467926194071116,-0.07518456002882212
761,-0.023182513181705278,-0.029125434898516822
762,-0.025608438455318017,0.025604816116663043
763,-0.03808370885523027,-0.029977356298398372
764,0.002630975677913594,-0.007596455425450066
765,-0.03293043652338856,-0.005041114741459629
766,-0.0007855386827798627,-0.009264122357502624
767,-0.037616822051267484,-0.03486292644531663
768,-0.002321245984893583,-0.015679857020513
769,-0.019263390857607088,-0.024819497627494358
770,-0.004369645177539794,-0.013909496492762186
771,-0.03826420233571126,-0.030809145197555954
772,0.026414403192755787,-0.012602991197010027
773,-0.06247535830039286,-0.05203121180931247
774,-0.01938145676702996,-0.009500831785007935
775,-0.013883577400472524,-0.01735790482592614
776,-0.01708637105643218,-0.016389996606982038
777,0.006497521438136311,-0.012723446063623411
778,-0.006130549198986812,0.02646060302792974
779,-0.01761760599867046,-0.04456516739733163
780,0.026278176711917678,0.007079143678445976
781,-0.02437688933978166,-0.0350533959147854
782,-0.030451975043084945,-0.02822212929846879
783,-0.059290863584936404,-0.05447286503024129
784,-0.012332945526552508,-0.028007023657931396
785,0.0015457869868504837,0.006193598079017204
786,-0.030262179195963856,-0.060982116395508545
787,-0.0165577023979937,-0.01642996686411291
788,-0.010021678143037782,-0.040109162824168654
789,-0.02875561158147677,-0.028070169825328506
790,-0.024071263269139442,-0.033337202723237036
791,-0.04527132985745819,-0.018733919028440238
792,-0.02642258932982522,-0.02617543665525557
793,0.006693135199726918,0.002377575802360088
794,-0.030802146285292542,-0.014474617693390868
795,-0.011674479002418137,-0.0016318252794002008
796,-0.045061272468891245,-0.013218144843340718
797,-0.018385539497888126,-0.024666431202657657
798,-0.001073716821400672,-0.013233975568675227
799,-0.029022783556726606,-0.009955292435450125
800,-0.035064467903218155,-0.046111577593686115
801,0.007093994605639864,0.02585864795848175
802,-0.008980802945797839,-0.008259451838909304
803,-0.030055678355340953,-0.01683346946480413
804,0.011066955390906963,-0.006986864855501818
805,-0.05038449560228697,-0.03693645174059601
806,-0.016060539358129233,-0.0172720970941439
807,-0.010111825697069587,-0.00974669895311342
808,0.005651516894809139,-0.013431285470733578
809,-0.005240771619463125,-0.01513961816413223
810,0.010424949789677174,-0.0016870041491860999
811,-0.017279970487758978,-0.043650150913113195
812,-0.005324884353590464,0.019466300493923783
813,-0.024357100847393953,-0.015058105556858825
814,0.019669611783988072,0.02055641849554468
815,-0.026632875629031383,-0.0310302920486496
816,-0.005497722249222292,0.0048246606445220275
817,-0.03861889048158462,-0.014420522985843287
818,-0.0208012420637117,-0.0493034367447609
819,-0.045404799854073974,-0.04267720899416427
820,0.010618367659709749,-0.010257436231515538
821,0.005716221903235397,-0.024344701580691352
822,-0.011230734351100558,-0.030218972802695032
823,-0.008652457669233837,0.013753723547897778
824,-0.003916095949645482,0.008497279042472217
825,-0.018951631047460116,-0.028192546567188503
826,-0.02644991059434476,-0.019431401107724455
827,-0.009176124126975882,-0.005565546829136903
828,0.000226625414317283,0.009009860417639959
829,-0.017686905588778168,-0.009357189019693068
830,-0.021094118578713905,-0.013922919085402996
831,-0.009632513418525779,-0.016155046391636008
832,-0.012137072445864927,-0.01363722743919571
833,0.013695593261782879,0.031096156989892487
834,-0.05168716465545764,-0.06839510070869226
835,-0.03512670695519582,-0.02870378038261634
836,-0.025608165430350605,-0.015016656177690324
837,-0.042356095554770046,-0.024788147885825063
838,-0.017116754113865706,-0.025294577969065313
839,-0.011468792705150777,-0.012237963389613249
840,-0.02374121813173724,-0.014377059316699192
841,-0.03435773318609425,-0.03240686673910187
842,-0.022264011026768005,-0.019009314499622953
843,0.013418365493738593,-0.0024566754286332593
844,0.0036194975093362114,-0.0012887659466366275
845,-0.0012565804812002535,-0.012361233620715617
846,-0.0031508977147951533,-0.011552965714591079
847,0.032408855688348726,0.04318766596164464
848,0.024548217365069958,0.016508225880089322
849,0.003543525450660834,0.01601022776876626
850,0.015609143783194723,-0.004859258549219647
851,-0.0037763459291811907,-0.011742684087325594
852,-0.009904989410790987,-0.009384863431721735
853,-0.026742191348773092,-0.030951225577269925
854,-0.01866257789031034,-0.017098539679400337
855,-0.0073053072961499765,-0.010209637495996349
856,-0.016441011950792284,-0.023953747481808785
857,-0.04780448261605674,-0.015243802239628734
858,-0.036237824990711154,-0.015444545984810154
859,0.0013911666833611447,0.007540941936669321
860,-0.02503030791645433,0.01795436349776469
861,-0.009062446359845655,0.00965297767777673
862,-0.024505710821528748,0.0015430778331477768
863,-0.022821064399639268,-0.03979383511335899
864,-0.033896704560946844,-0.021923057757845088
865,-0.006642168285141636,-0.021992267015427336
866,-0.005292736386846797,-0.006966151671569776
867,0.05379586025314992,0.031516469841027184
868,-0.005916397453220479,-0.00449487934649595
869,0.02515590802070672,0.013427622754119795
870,-0.01274065053766027,-0.0078423792104646
871,-0.0009430975726875124,-0.001907439870523886
872,-0.005165580222896815,-4.407633957070889e-05
873,-0.0017486300630400464,-0.008347913220404402
874,0.003494056598909445,-0.005749860005886842
875,-0.00820125911639602,-0.017588429864098254
876,-0.014636906202269317,-0.01577968158528098
877,-0.01099857326335929,-0.024897205596861927
878,-0.013319072841795121,-0.007033564630360312
879,-0.023820715311784646,-0.02983968734565412
880,-0.03849377446835689,-0.03765613735775497
881,0.013250503309000461,0.01681091684582864
882,-0.06398473666006543,-0.05644391882039845
883,-0.04638973008929048,-0.03707231257311672
884,-0.00031146791962988196,0.005619741249411003
885,0.007467470767662854,-0.0012492816041550503
886,0.018884784525954268,0.03380947890025704
887,0.0015084821528185133,-0.006130210343271436
888,-0.00869293923068315,0.03770198450272949
889,-0.016389325402501154,-0.026786701309803873
890,-0.029618068690909216,-0.021303015045936013
891,-0.020084032165447407,0.009530793707463014
892,-0.022896209153533298,-0.0167623473355637
893,0.005461749404740646,-0.005210889982182665
894,-0.01050619272865183,-0.011212168350207885
895,-0.031908259181339216,-0.012213975647961228
896,-0.02742905977811738,-0.0463989678879434
897,-0.004826277695122894,-0.006846361638978227
898,-0.012717622239142856,0.023951814062184995
899,0.004041111862565283,0.03081552831303891
900,-0.006820470893020736,-0.004566711459167427
901,-0.022726130102896813,0.0010135697150882583
902,-0.018616481935335827,-0.032948440638829846
903,0.008882804657364574,0.002404732328458281
904,-0.0007002365062536153,-0.021281925370314925
905,-0.004498028686224398,-0.021288016634810836
906,-0.013125622246078938,-0.020128881171966873
907,-0.025568682975927404,-0.006317618797200608
908,-0.031820229573669145,-0.04994784702566479
909,-0.015018095959398403,0.02298404099752982
910,0.0011149006896240543,0.0024661147087958746
911,0.02293604144599326,-0.0014685335776964958
912,-0.0034334721426724224,-0.009077632512673683
913,-0.014644815770019193,0.01231016428739401
914,-0.03006679229456599,-0.025249287514083285
915,0.0005256176409310642,-0.011650381448730873
916,-0.019624918717763062,-0.005594637077039111
917,-0.0076642134138592555,-0.00526535682773055
918,-0.0017438013977064681,7.731027308910399e-05
919,-0.0336157630774534,-0.01877956615790255
920,-0.019782635382509572,-0.010253145513286377
921,-0.014876034383316528,-0.006964039724311144
922,-0.015392080672429587,-0.056093945151842184
923,-0.012604613778600227,-0.018990648939296917
924,-0.016597373960786532,-0.002898214839370694
925,-0.014825590222610763,-0.016935927199203782
926,0.0016015911358731039,-0.003935533030507643
927,0.002978877018373405,-0.022508735965338755
928,-0.007970777004753349,-0.013782882772887306
929,-0.027797979388041627,-0.034174671315064575
930,0.0007771862656826833,-0.02263912329035056
931,-0.04818604483363054,-0.04009554801488224
932,-0.010071870076623912,-0.011517528601445948
933,0.021354623004001372,0.013364573878929475
934,-0.009770826975785463,-0.010009448558307987
935,-0.018447609273175458,0.0008925175349263625
936,-0.0358211314630581,-0.03805465177688905
937,-0.011196192923110582,-0.017186693931102615
938,-0.04132822307358741,-0.04162537543256595
939,-0.049979456653143184,-0.03850103006675798
940,-0.07238115499287667,-0.06735776220237111
941,-0.0029732925405326904,0.0006173856264549693
942,-0.014671596898679917,-0.016772156361664292
943,0.04697151120356491,0.004504222150134685
944,-0.004542089181992948,0.01498599321758498
945,-0.005884225711699997,-0.0002757362323564383
946,0.0008630746574570525,-0.005128485946095385
947,-0.02276344081188264,-0.012932933702100802
948,-0.008682634118828414,-0.01613487601733321
949,-0.01562804604614154,-0.03630484476867435
950,0.0028260294892710203,-0.021682398576146733
951,-0.011551694397208045,0.014009111374563898
952,0.025003670808829315,-0.005191409299499461
953,-0.009082343308514318,0.0011378763967465622
954,-0.0913730379857074,-0.03308362368802642
955,-0.04822489924185924,-0.052597751969262085
956,-0.01731814077057947,-0.002111655264244283
957,0.03563219669584278,0.002561483459058267
958,-0.006540727932302093,-0.02854974085339257
959,-0.01263516615956839,-0.027655683195592307
960,-0.004816604598701035,-0.002288818839456974
961,0.03736186593864532,0.005182222372054346
962,-0.01060704538280799,-0.018425707743443542
963,-0.04285863049907579,-0.022886534299845218
964,0.002677223067627299,-0.013840320461075972
965,-0.010482985539843392,0.0002439956031103918
966,-0.016089961808854136,-0.010050669864243522
967,-0.03133367741640258,-0.018669671155626566
968,-0.007947580909143492,-0.04146214159147299
969,0.00563169673068431,-0.006591460557101136
970,-0.0027862291015985363,-0.014940634344920656
971,0.03813255980856367,-0.006497672623691053
972,-0.0451639030812383,-0.04973520396703501
973,-0.06426063518102476,-0.08029517464975189
974,-0.026472242740457674,-0.014105793474659234
975,-0.04134041881331907,-0.023087601503709254
976,-0.03836065836959035,-0.05584627461589575
977,-0.021546698795954167,-0.018634976993046726
978,-0.0033221418190065855,-0.015174807242169686
979,0.001083795832308776,0.010995682774318283
980,-0.03467475521748886,-0.03693743091354906
981,-0.00044139071345938863,0.008141192601175962
982,0.0007753262782695947,-0.034084745030083075
983,0.033712116654548596,0.01946009962838363
984,-0.017650690438727246,-0.025478644429216546
985,-0.012775652295739626,-0.030912435848539976
986,-0.04774505772571114,-0.02981950977339365
987,-0.01879116268968639,-0.029884616986064483
988,-0.009753722065098058,-0.018192895256549213
989,-0.017733044952912724,-0.027095914721137038
990,-0.03209956051760343,-0.005047095942016244
991,-0.00757900955876345,-0.013436998743010742
992,-0.021584322289841418,-0.029746107243883047
993,0.04086109159553386,0.04482061364055773
994,0.011416068015122904,0.004046144534926244
995,0.0027924113888467827,-0.003487487343048601
996,-0.03088003143339102,-0.04353213910697573
997,0.04616484597155368,0.04709898438715315
998,0.0020575791206528526,0.009617641803106203
999,-0.07921465840677722,-0.09394694826053296
1000,-0.026261069873750098,-0.03754533050628894
1001,-0.03252851005865587,-0.03707566585875033
1002,-0.02005928082244368,-0.0012293099862042967
1003,-0.014924800707548869,-0.012915386903567971
1004,-0.03560944891174933,-0.03490111445205646
1005,-0.014395667514448984,0.0007578531863539073
1006,0.015911003437815374,0.059147444944881
1007,-0.001856613158553344,0.007211363629850864
1008,0.024151893385914003,0.008841764965980325
1009,-0.012189249894544396,-0.013169208865745352
1010,-0.020206936371038542,-0.006969408830265533
1011,0.008301088275345703,-0.013977042588800281
1012,-0.006445176229521898,-0.01216962585648429
1013,-0.045284304522769325,-0.06327229947132762
1014,-0.04837224335733281,-0.021358793872332416
1015,0.0031012467218203277,-0.008919629673780127
1016,-0.011698972479078584,-0.009117803897634835
1017,0.00039635185128794603,0.006322516216763496
1018,-0.008074277115988404,-0.01761568566591598
1019,-0.002575249324979989,-0.055719164899263096
1020,0.025887253368395813,-0.004666678126462376
1021,-0.03419000748937162,0.009860900752950708
1022,0.0017637610322229769,-0.007268461469340126
1023,-0.0340565369005007,-0.04479591426628082
1024,-0.025764402192697267,-0.03909126624359094
1025,0.0046779924005387885,-0.006914064233304096
1026,0.00474047601832317,0.0025210932604302627
1027,-0.003564521981594515,0.009656566708561964
1028,-0.04196115736397754,0.005030403095944935
1029,-0.020226968012301505,-0.05145121300805644
1030,-0.00894039817800707,-0.022937836207354234
1031,-0.039919663054548415,-0.029669743012998517
1032,-0.03434672588122012,-0.02864487789416681
1033,-0.027185028361851105,-0.023277316043088803
1034,-0.026717476254471184,-0.010009124403772662
1035,-0.006155066516999819,-0.00608535192530546
1036,0.007965465887247558,0.0021478022267590324
1037,-0.08135756382853032,-0.06562267883766348
1038,-0.007502531537902146,-0.005891445024087338
1039,-0.051375850521200306,-0.03305506727262686
1040,-0.1096015393830202,-0.06453216091861946
1041,-0.007239166236608141,-0.009837389328525847
1042,-0.024237033895498694,-0.03533785078942442
1043,-0.021091303125496785,-0.024369840437709622
1044,0.0013455225264984438,-0.013294383959669642
1045,-0.01855594374087255,-0.005584636566457468
1046,-0.0223527183710428,-0.017260920337555108
1047,-0.028968632676610095,0.018723978549435527
1048,-0.0030945442849791283,-0.03841827142370602
1049,-0.013415560897068746,-0.026129716209425613
1050,-0.022602734674763925,-0.01451544874432309
1051,-0.013005874546273333,-0.018945535655984114
1052,-0.006355759102487424,-0.0062735238556629325
1053,-0.008024880803521928,-0.002054912925325336
1054,-0.04766175313736176,0.009956755516803417
1055,-0.029995293149992275,-0.04074191858539544
1056,-0.011192790764677052,-0.013749048439412603
1057,0.031430775212876017,0.01317460846459867
1058,0.00852337233229894,-0.004451199638261905
1059,-0.02195019325823444,-0.01162924913242902
1060,0.02910657702928582,0.012786921481291513
1061,-0.03247817864376312,-0.04056395641099275
1062,-0.01074208885796002,0.009285561389313801
1063,0.008324863247546332,-0.023250700424499615
1064,-0.023660835015846482,-0.03312273726255255
1065,0.011534624414569927,-0.006603477296408755
1066,-0.04592049306856538,-0.04451520700484757
1067,-0.0028425185227308747,-0.002607987898050501
1068,-0.015884995072412367,-0.02184302794361115
1069,0.007695540379891508,-0.058565513951993164
1070,-0.01255601489784508,-0.030898859102399645
1071,0.005037600277522314,0.005102542517275599
1072,-0.01677155415632825,-0.02825530964941625
1073,-0.004486116203493595,0.002274925772829839
1074,-6.029370368321185e-05,-0.01978211330646007
1075,-0.004811649947088159,-0.0003561743552097374
1076,-0.0035226721625637447,-0.015314580937912159
1077,-0.05549344715902327,-0.04588264045150425
1078,-0.009682970466531104,-0.011529237661130565
1079,-0.004989855938991261,-0.004935725299094806
1080,-0.0667476901918791,-0.04770412575948502
1081,-0.004175808490184729,-0.04077834286892601
1082,-0.004635146123637024,-0.01575769027474294
1083,0.0028234084216798294,-0.007557966267209837
1084,0.01338291206397707,-0.03642703879759457
1085,0.011884282681782266,0.005376432951406551
1086,-0.03543917128464924,-0.01965855414342932
1087,0.0029282666465989537,0.028983056525272055
1088,0.017319530561142105,0.007609841913594373
1089,0.02003628075221442,-0.013234578345671433
1090,-0.02720462461608497,-0.028227543966293234
1091,-0.025733199624847214,-0.02958230138294826
1092,-0.0025503393208184955,-0.01936333114244082
1093,-0.042182392571737615,-0.026943503256157908
1094,-0.02353723666651808,0.001634644578215494
1095,0.0224337768357194,0.03173500689691949
1096,-0.01492905816720358,-0.016091153429319327
1097,-0.028867258889986647,-0.036987584140959706
1098,-0.017117679880803593,-0.015040722774501969
1099,-0.017691545532817043,-0.015921896309664674
1100,-0.014491603812643805,-0.014340777509311287
1101,-0.012195210087403208,-0.018478126426302866
1102,-0.04255350817272774,-0.033507765150369906
1103,-0.023059217645054475,-0.010608165947560977
1104,-0.01957747596218884,-0.025246630955495175
1105,-0.048595173483963805,-0.03682193002760292
1106,-0.011365189320015068,-0.016033948526243402
1107,-0.04516156374349278,-0.04978020110623815
1108,-0.01342747803515465,-0.0064369485526012404
1109,0.002856693136352839,-0.0004845560038551078
1110,-0.009445297605093494,-0.020704832556458608
1111,0.049235099292941675,0.015434302451416082
1112,-0.01316120256101072,-0.006646622401611069
1113,-0.06671249252092049,-0.04459585989465664
1114,-0.009393318842088383,-0.020818220348410743
1115,-0.003123808816916651,0.001871105691562347
1116,-0.04115825752506863,0.0056195376383486595
1117,-0.0376916221328798,-0.016709522201595495
1118,-0.00894873341758462,-0.00809197067445222
1119,-0.004947714327440456,0.00019935349621513776
1120,-0.008909149395829541,-0.007862231397190556
1121,-0.03018748721859843,-0.02045240203056753
1122,-0.012421529906490036,-0.01833332440271418
1123,0.00414123937994626,0.0011309330581329435
1124,0.0003807511078406378,-0.004070255004830159
1125,-0.012773354287380245,-0.025254754482432085
1126,-0.005898865903841255,-0.023187794912153614
1127,-0.040230619776430054,-0.010177062399795433
1128,-0.05773558406555579,-0.1080683952807101
1129,-0.035377672540093386,-0.02416204060608096
1130,-0.006086357685268995,-0.011018631339007823
1131,-0.025835938178132567,-0.0005883743594220503
1132,0.01628953703859104,-0.004807769727158573
1133,-0.06480569191077257,-0.07136923323943112
1134,-0.025875715036312585,-0.020960610932077905
1135,-0.03471049661908254,-0.03434199277392458
1136,-0.02051262669266274,-0.01641678704266225
1137,-0.02463673410606282,-0.040067592063338764
1138,-0.022794246042998623,0.01594611831888154
1139,-0.010071412195840956,-0.004267289348028114
1140,-0.03132229174145751,-0.014688326916807881
1141,0.006367085141778639,0.014571905954216924
1142,-0.037776016497630405,-0.027067606217195173
1143,0.0075009666295027255,0.006895523649812163
1144,-0.0017224115928974326,0.00028717699084757076
1145,-0.03519920451859815,-0.013687166370654258
1146,0.004686583827840152,-0.004613057603450654
1147,-0.015595159454541485,-0.04497375967456074
1148,-0.010646760374913522,0.003320207482701787
1149,-0.015673514983295167,-0.015296175151534697
1150,0.005914237712434711,-0.017440102975355587
1151,-0.03455115785501406,-0.016967296875148752
1152,-0.014830917181093306,-0.0029298785858935528
1153,-0.053780688685754474,-0.032269419541571254
1154,-0.023477784800795876,-0.06163843854724749
1155,0.008203265784083369,0.03449961168507926
1156,-0.0346867114415802,-0.021138545179831936
1157,-0.044842476491867345,-0.02159980208620449
1158,-0.005599185016081143,-0.013178234111016152
1159,-0.026225072720894138,-0.005789186446525374
1160,-0.030273263198397515,-0.015034179320782326
1161,-0.027642424701766588,0.001234828676391131
1162,-0.03145419192362786,-0.04774329715297032
1163,-0.0036205036827818837,-0.014303534563268716
1164,0.012140650631468353,-0.007668906530699071
1165,-0.009191420111506532,-0.02338709373691572
1166,-0.05898783957201392,-0.012238888821824334
1167,-0.03713111157599136,-0.05758243700828447
1168,-0.027260741006505107,-0.02024411048567265
1169,-0.008375870182214196,-0.027274839571458265
1170,-0.07063825865629836,-0.05630290332595489
1171,-0.04269141197244253,-0.05350747133477285
1172,-0.0051171152330967695,-0.010644943855848688
1173,-0.006819507312223472,-0.009009626975819418
1174,-0.00834203399335165,-0.00863908399408897
1175,-0.04925256221075891,-0.00032065628986022165
1176,-0.03884458204575869,-0.02015155002905633
1177,0.005291495126193868,-0.00026652684838301965
1178,-0.027809555324632917,-0.01602096373764539
1179,-0.015944039084512696,-0.0004107907083087392
1180,-0.008247131029664345,-0.007357561487750575
1181,-0.016419422986583165,-0.0028160900750923146
1182,-0.004149913911596359,0.024352567516681134
1183,0.006576713267417156,0.009914403529769189
1184,-0.01290906556796112,-0.0074474772577169945
1185,-0.016832160386102135,-0.006603109763207549
1186,0.010118472073327056,-0.010482590552477578
1187,-0.03506151302857374,-0.005296062397339929
1188,-0.019592103464905586,-0.00045163644383672263
1189,-0.008220461908935772,-0.0044738509124381265
1190,-0.011772254226074641,-0.0027100933606784006
1191,-0.03674524367339149,-0.021584817356364194
1192,-0.011378260893741832,-0.019976432562306856
1193,-0.022672600875953353,-0.060090101277612495
1194,-0.010992878227566782,-0.02030679562393467
1195,-0.0099144886335919,-0.007375701305782134
1196,-0.04406042602990434,-0.04441919154026852
1197,0.010464708830631497,0.010521440094267753
1198,0.0137867586163411,-0.015358340622664168
1199,-0.0006906791974630178,-0.014494059532657366
1200,-0.010264223831256136,-0.015468279390031259
1201,-0.00400578106607874,-0.009883969432080031
1202,0.0004838638751568647,0.02735886735415871
1203,-0.00903649778307225,0.0021031935803325075
1204,-0.0505923013056655,-0.03024580716040748
1205,0.0024532618980035448,0.03344661426862339
1206,-0.01635197084506579,-0.028758620309646044
1207,-0.004375221030210041,0.0065858848528241865
1208,-0.07020799793288346,-0.05401632414815505
1209,-0.050776251343486956,-0.019899878638486634
1210,-0.04451567023839409,-0.023676565687764328
1211,-0.02883846834555026,-0.0381835883727738
1212,-0.00855845727771709,-0.026761477467790562
1213,0.003313947602710754,-0.0061344975779442645
1214,-0.017717892512912448,-0.010600609919273807
1215,-0.0015012286528247598,-0.023676686478741327
1216,0.008110088269771332,-0.042568582316835024
1217,-0.005338550572160816,-0.007145717511389482
1218,-0.026425598197072575,-0.02873724634760877
1219,-0.011964986875286354,-0.02990827998291301
1220,-0.003246496422067091,-0.01755029652652551
1221,-0.01449314382392608,0.017833408314366972
1222,-0.002653897894125734,0.026623279825401636
1223,-0.022882363714280318,-0.05141057947008243
1224,-0.03678831017273254,-0.0053692547749985
1225,-0.00442623819073662,-0.0069914137440167945
1226,-0.006319188777043294,-0.008927984173462744
1227,-0.007991326839954516,-0.010049097281042974
1228,-0.009597095842607595,0.002966415448298121
1229,0.06015231578302327,0.05108203561700553
1230,-0.01912977618099687,0.0006366953499185035
1231,-0.005212243703958563,-0.005218199514687161
1232,-0.006175953909570819,-0.009707503497599967
1233,-0.026159115729213367,-0.017717507373373742
1234,-0.006914792504491785,0.004932528470043329
1235,-0.0280020496301151,-0.049917452068394486
1236,-0.013905385483221067,-0.011447544930370812
1237,-0.0014510484354008923,0.002321370779801324
1238,-0.02816901449693432,-0.02138023029152314
1239,-0.01444328182581911,-0.007587384996494362
1240,-0.027053635126416675,-0.016230952898531936
1241,0.006045822826827418,0.005455503186410082
1242,-0.0342810798584946,-0.017521745855846982
1243,0.02610097661936972,0.010357799601694306
1244,-0.02294796275235289,-0.005060704847969166
1245,-0.013739668287185092,-0.012892172762792309
1246,-0.018162704264580443,-0.01947495806684041
1247,-0.010471687042283961,-0.02880840300634613
1248,-0.10860492637475105,-0.08475841617149948
1249,-0.014458359917060126,-0.002778049204275268
1250,-0.015390621932462212,-0.004073943647011413
1251,-0.026425348162059326,-0.00847205339484447
1252,-0.0350971105601563,-0.03582793787585814
1253,-0.03904457393608374,-0.015364437834946898
1254,0.003328069832467695,0.004803804193519334
1255,-0.0201734462699662,-0.011291589071763086
1256,-0.006908102958214424,-0.01580632328525311
1257,-0.003406468891616443,-0.005639211219690576
1258,-0.0010009817969307555,-0.007749693857214135
1259,-0.028903698071839345,-0.013520272992998517
1260,-0.014089821660897228,-0.02798026933408948
1261,-0.008303771002842741,-0.017897941720859567
1262,-0.010259727882291791,-0.012048151227163073
1263,-0.035339536040089325,-0.027323316566276734
1264,-0.009038524131731451,-0.016409187667434266
1265,-0.023203868529398042,-0.02261808486389938
1266,-0.005633035429154498,0.03463077933530612
1267,-0.0028010806878708827,0.0069979667794368705
