galaxy,split,formula_family,inclusion_lane,allowed_use,orientation_gate_status,projection_status,memory_status,memory_projection_gate_status,blocked_orientation_components,minimal_acquisition_need,strict_ready,caution_ready,acquisition_required,endpoint_scores_computed,uses_vobs_or_residual,claim_boundary
DDO170,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
ESO079-G014,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
ESO444-G084,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
ESO563-G021,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
F563-V1,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
F563-V2,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
F565-V2,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
F571-8,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
F571-V1,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
KK98-251,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC0055,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC0100,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC0247,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC0289,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC0801,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC0891,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC1003,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC1705,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC2366,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC2841,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC2915,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3109,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3198,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3521,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3741,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3769,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3877,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC3917,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC4010,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC4068,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC4085,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC4100,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC4157,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC4217,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC6503,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC7814,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
PGC51017,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC00128,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC00634,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC01230,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC01281,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC04278,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC04483,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05005,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05721,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05750,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_NOT_REQUIRED_CURRENT_READOUT_CONSISTENT,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05764,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05918,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05999,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06399,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_ORIENTATION_NOT_READY,K_thick_flared,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source,False,False,True,False,False,inclusion_lane_expansion_audit_not_endpoint
