galaxy,split,formula_family,inclusion_lane,allowed_use,hard_beats_wrong_mean,hard_minus_wrong_mean,tau_beats_tpg_v6,tau_beats_mond,tau_minus_tpg_v6,tau_minus_mond,closure_fraction_c,net_signed_source_strength_v2,positive_component_strength_v2,negative_component_strength_v2,signed_cancellation_ratio,has_proxy_component,n_proxy_components,median_e_tau_gate,failure_mode,failure_reason,endpoint_scores_computed,uses_vobs_or_residual_for_classification,claim_boundary
D564-8,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-47.40927444258322,False,True,0.0,-3.764796018210445,0.84934358062957,0.0,0.0,0.0,0.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
D631-7,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-25.03672207593294,False,True,0.0,-0.1637251258503376,0.8146240366090199,0.0,0.0,0.0,0.0,False,0,0.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
DDO154,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-32.872518699104425,True,True,-0.0854099416363975,-0.9922587756756592,0.8268641492182972,20.22013081213808,81.91969238671201,-61.699561574573934,0.140789833218244,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
DDO161,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-11.455350767232282,False,True,1.1611594274352264,-3.8292836939536414,0.7793038285969073,199.03705092555003,335.81545013938995,-136.77839921383992,0.42115878401283247,True,1,0.15046062499999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
DDO168,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-36.39911197802465,False,True,0.2203717360482215,-0.9319641399328872,0.7373361472119698,36.72581681507391,164.4348066345895,-127.7089898195156,0.12571143820554626,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
DDO170,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-11.833736605556556,False,True,1.0013866995657814,-5.888613442892238,0.8072359558034639,144.8037730225209,267.5665082894852,-122.76273526696434,0.3709785403295803,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
ESO079-G014,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-3.958305197750448,True,True,-2.29838570894972,-1.1732740898572729,0.6294524368117963,1666.6730327716955,1969.9445297936209,-303.2714970219249,0.7331784630721915,True,1,0.15046062499999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
ESO444-G084,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-42.76785271556078,True,False,-0.2735450748204222,3.1303604376490526,0.842443455382575,20.499789969675092,92.69841040799054,-72.19862043831544,0.12431873311765168,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F563-V1,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-19.704981298429008,False,True,0.8031929124379538,-4.866272820429401,0.8058807427384159,90.11805866231188,185.35039230005745,-95.23233363774555,0.3211817775349735,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F563-V2,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-4.613179963355478,True,False,-1.84131584441149,0.9687994737650136,0.7347168085693847,307.8331395571863,440.95018800199216,-133.11704844480587,0.5362318558058223,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F565-V2,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-20.63481264416329,True,False,-0.648197195316591,4.39592542339042,0.8126980271342138,84.36555533621309,168.9389869683108,-84.5734316320977,0.3327866768893552,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F571-8,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-6.140364269150311,True,True,-2.05395751901386,-0.1691742527443622,0.6512968788836991,1442.0731013086977,1620.486790392177,-178.4136890834795,0.8016414013792653,True,1,0.11505812499999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
F571-V1,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-14.229289461705395,True,True,-0.030571411095956,-2.8171781628258863,0.786008144051451,284.2983225350898,453.020341428743,-168.72201889365314,0.45726066081080713,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
KK98-251,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-51.93283863483363,False,True,0.2043253909837972,-2.485107212581162,0.7833205793983049,12.054209324704011,54.50817031677856,-42.45396099207455,0.12431873311765171,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC0055,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-8.9558886864695,True,True,-1.87656191491053,-5.748744978611613,0.7262548367146394,-399.55804395694406,434.5925905927864,-834.1506345497305,0.31492427785146365,True,1,0.6770125,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC0100,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-15.27138913969902,True,False,-0.0432896519130263,1.4328968020096475,0.7196800425048425,-58.305555085303794,353.00728030522924,-411.31283539053305,0.07628420852462861,True,1,0.615058125,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC0247,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-8.64140085429236,False,True,0.7827811807770146,-0.8263243878274196,0.7440546704914193,-324.4045971873391,469.803564102072,-794.208161289411,0.2566468258724944,True,1,0.6770125,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC0289,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-2.425346987181534,False,True,4.386023079163907,-5.761014759369036,0.728624492956637,1944.1663885495711,3944.884487577649,-2000.7180990280776,0.3269923208337866,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC1003,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-5.291416607567813,True,False,-1.710513318053211,1.2843590209750229,0.7661764034073881,792.0643524177908,992.177489343284,-200.1131369254932,0.6643215462462558,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC1705,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-23.531264200625984,True,False,-0.720817456116098,2.9258108591233523,0.7970800180030061,74.8826903965469,233.33756771822627,-158.45487732167936,0.1911284695367717,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2366,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-26.73224885007635,False,True,0.6894176682475415,-2.522833315781547,0.7563351509193316,85.37807454122395,216.55804152186457,-131.1799669806406,0.2455241372920236,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2841,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-4.962680658601897,True,True,-9.04832526157916,-2.9817111361133897,0.4424674145261892,5010.175001883759,10694.340158780438,-5684.165156896679,0.30589940323114456,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2915,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-11.032680994806723,True,False,-2.05428169837581,3.324150934996307,0.8012125024357306,253.1649852650063,305.9070021823313,-52.74201691732507,0.7058850625063617,True,1,0.7082499999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3109,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-31.054383552059797,True,False,-0.3133600217918335,3.968734355909117,0.8081187987323211,34.01714848335422,101.56107744971334,-67.54392896635912,0.2011599136199263,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3198,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-5.506124662265268,False,True,0.8830226985794862,-2.5920268663756314,0.5308856411035588,782.8254797012759,1748.24789191628,-965.422412215004,0.28847479316463187,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3741,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-39.0386333965219,True,False,-0.0887880485788752,5.0114576363624845,0.8438806690386149,5.537696466448704,34.39845356978651,-28.860757103337807,0.08753976547483852,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3769,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-5.305164197640796,True,True,-1.137843856094845,-5.863059848659109,0.7070847066093239,-135.71267731558447,1419.4479593180758,-1555.1606366336605,0.04562370911597623,True,1,0.6770125,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC3917,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-4.940669675974702,True,True,-0.5548112746982854,-0.2928594097894956,0.6167000694260736,645.3921293912779,1883.698064520476,-1238.305935129198,0.20672367154676885,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC4010,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-13.51537906561654,True,True,-0.7525702512539727,-1.7517220480159157,0.5943781263074602,-270.9166004876238,1176.9230849885917,-1447.8396854762154,0.10321565191952506,True,1,0.6353624999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC4068,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-53.386842282341775,True,True,-1.2832602182645534,-2.8833990824461893,0.7375788355575932,-102.88934031166436,56.693763498089275,-159.58310380975362,0.4757297513710254,True,1,0.7082499999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC4100,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-0.5385634536658301,True,True,-0.9990755708627628,-0.0730011706991984,0.6129596278699161,1473.0604937516498,3994.738258507112,-2521.6777647554622,0.22605378301401519,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC7814,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-7.568417984705018,True,True,-11.07547820423314,-9.005128660913572,0.4635801908849675,7448.956381972213,7951.181559309574,-502.2251773373612,0.881178040289927,True,1,0.6353624999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
PGC51017,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-39.58620364244726,False,True,0.312876417649683,-2.880609915168723,0.7765114306403849,25.922768658431565,89.29972184543597,-63.3769531870044,0.16978866387366348,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC00128,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-4.848977401360594,True,True,-2.4042037735635393,-0.1351408760579442,0.8495370202689362,884.3614546709043,1183.215317198065,-298.8538625271606,0.5967072703278697,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC01230,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-4.18140486165723,True,True,-0.2234454127724223,-4.342506525143163,0.7547900918421169,730.8747223949708,958.357134175901,-227.48241178093025,0.6163352579081363,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC01281,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-41.97943448798003,True,True,-0.3641306471359367,-0.0812552215711277,0.7852807966724328,64.72950276965388,104.48334656711964,-39.75384379746575,0.44877123996965307,True,1,0.13536249999999994,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC04278,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-20.236408873491484,True,False,-1.0357733084925729,1.7428709290172524,0.7902262557921389,182.18337312706183,220.0802835672983,-37.89691044023644,0.7061995298768184,True,1,0.11505812499999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC04483,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-83.16334914439771,True,True,-0.6566918462174147,-2.1422375221483927,0.7578980967783835,-37.39575718846693,25.83137395913616,-63.22713114760309,0.41990102061164186,True,1,0.7082499999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC05005,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-6.5877987407163,False,True,1.911002790146222,-4.7587984370994345,0.7819200104850724,471.8476682583607,653.9568814240448,-182.1092131656841,0.5643664673304375,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC05721,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-27.80258311515425,True,False,-1.1863032667841331,1.0310883239152595,0.6894766317203675,155.9833394511541,263.38811942626,-107.4047799751059,0.42067509842552153,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC05750,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-22.298634481960605,False,True,1.114926378579172,-5.01434936682257,0.807112538907673,178.41488731390712,251.6059563974029,-73.1910690834958,0.5493119496699322,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC05999,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-7.61660393839491,False,True,0.9875436936070994,-2.661264011845816,0.7786855703204489,492.2148895406974,723.8280732311003,-231.61318369040296,0.5151702273425446,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC06930,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-8.549290506808426,True,True,-0.2971901005119886,-3.782607609700509,0.719547882506211,-283.5003054702004,805.9595559538935,-1089.459861424094,0.14957127845739712,True,1,0.7082499999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07089,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-21.562721047229097,False,True,0.6863399387283327,-2.5690593982191885,0.73483992771236,119.79162540272766,587.8803050194509,-468.08867961672325,0.11344237107873101,True,1,1.0,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07125,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-5.446913179070126,True,True,-0.2611169295915658,-7.497952244247323,0.7963934257750154,-52.498043990713896,373.7727825380996,-426.2708265288135,0.06561897801038884,True,1,0.615058125,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07399,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-5.9398925924799215,True,False,-1.9183623706320032,0.7620248162034464,0.7275575719389753,269.75915876408766,380.7558031825536,-110.99664441846598,0.5485669874752818,True,1,0.14577499999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07524,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-17.314919024466853,False,True,0.2533065331762971,-1.9714715798703448,0.7758794068458107,290.4922392265646,427.0191981915297,-136.52695896496508,0.5154719547593258,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07559,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-52.476539101995115,True,True,-0.9304113176363852,-3.3335109041279294,0.7801089507567776,-71.39013121399857,39.21202639518538,-110.60215760918396,0.4765245139399917,True,1,0.7082499999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07690,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-34.79701462370602,True,True,-0.7070617562804351,-2.3350179479352775,0.6727159602727363,-221.73440742225984,208.98914924422348,-430.7235566664833,0.346615606308139,True,1,0.6770125,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC07866,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-55.87622913883952,False,True,0.3184192852546461,-2.0526601553481685,0.7769327413007128,22.85289184971733,69.00639881905559,-46.15350696933826,0.19844486406327463,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC08286,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-11.394079106093637,True,False,-1.5278695520577212,1.5276555897135855,0.7422972961248975,233.28063385405915,343.02833065077516,-109.747696796716,0.5152230235535447,True,1,0.13536249999999994,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC08490,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-16.462711275393865,True,False,-1.1390375034953415,2.828996697695226,0.7959443898346614,171.38029520079826,337.47546422791316,-166.0951690271149,0.34033020172962414,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC08550,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-35.68864176011189,True,False,-0.7333386840537894,1.8842751469359056,0.7688659862995664,82.97974857046282,135.5405713927174,-52.56082282225457,0.4411437188797723,True,1,0.11505812499999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC08837,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-34.99007958381488,True,True,-1.3700587500769004,-4.178830290002184,0.7576104485460142,-130.31141272109127,88.60506047732383,-218.9164731984151,0.42374727767355636,True,1,0.6353624999999999,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC09992,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-37.47181912576471,True,True,-0.8847805506331614,-3.8150536165737527,0.7656529596888616,-98.80740639194228,89.44541848356762,-188.25282487550987,0.3558085395022807,True,1,0.645775,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC10310,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-20.915399467429836,False,True,0.024066670394145,-1.9746569256457736,0.7486631652162552,-167.4741728191281,254.0160470818283,-421.4902199009564,0.24792393646792946,True,1,0.645775,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC11820,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-12.965671344985635,False,True,0.4468715533613299,-3.562732682954448,0.7818834354122992,150.1465430932506,208.80520878555905,-58.658665692308425,0.5613713006526987,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC12632,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-18.45215207572597,True,True,-0.3035694607531436,-1.9451695945982064,0.8016978372340788,210.52407382730271,298.78151691973846,-88.25744309243572,0.5439350958897801,True,1,0.17701249999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGCA281,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-90.36474053472908,False,True,0.3833129476236523,-0.6340790728383325,0.7113162881925505,22.657106519425874,61.197258463699455,-38.54015194427358,0.22716758362531794,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGCA442,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,True,-29.906669392462774,True,False,-0.1422832283400419,1.5865226472478748,0.8185816422449964,25.02896591614764,126.20887731777536,-101.17991140162772,0.11007123991074728,True,1,0.20824999999999996,SPECIFICITY_AND_BASELINE_PARTLY_TRANSFER,family specificity partly transfers to baseline comparison,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC2955,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,5.160636233940217,False,False,19.78435140698262,16.293304043226332,0.2700818902945604,13476.810381680843,13476.810381680843,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC4138,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,9.97029092675367,False,False,3.403002769031202,2.732953675028977,0.5856319015018036,2255.5488027066467,4289.037249729985,-2033.4884470233385,0.35674806412647597,False,0,1.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
NGC6195,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,5.371882864346073,False,False,26.450648253976247,22.13770084171303,0.3428892720455868,17347.709256957725,17347.709256957725,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC02916,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,4.008352801680651,False,False,15.815007869172508,12.82422643584459,0.3154774464284045,10339.481464814817,10339.481464814817,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
UGC03546,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,5.690596172268215,False,False,10.357728574079148,8.509056972948478,0.2291881610988168,8698.151774961603,8698.151774961603,0.0,1.0,False,0,0.0,NO_SPECIFICITY_AND_BASELINE_WEAK,both family specificity and Tau evidence baseline comparison are weak,False,False,source_normalization_failure_modes_by_lane_not_endpoint
