galaxy,inspection_priority_tier,inspection_priority_score,inspection_focus,requested_external_sources,current_proxy_family,rotation_inferred_family,rotation_inferred_confidence,memory_history_proxy_class,source_memory_proxy_flags,manifest_confidence,manifest_caveat,external_family_label,external_family_mismatch,s4g_match_status,scale_radius_kpc,bar_radius_kpc,s4g_model_components,candidate_observable_status,observable_provenance,inspection_status,accepted_label_output_allowed,endpoint_scores_allowed,claim_boundary
KK98-251,P2,65,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,MEDIUM,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC2366,P2,65,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,MEDIUM,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC00128,P2,65,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_scale_tail_spiral,K_compact_finite,MEDIUM,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC04278,P2,65,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_exponential_disk,K_scale_tail_spiral,HIGH,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC2683,P2,63,bulge_compact_core_or_central_support;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;bulge_disk_decomposition;central_surface_brightness_profile,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,2.20964580039598,3.871874219694534,D;BAR;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4138,P2,63,bulge_compact_core_or_central_support;outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;bulge_disk_decomposition;central_surface_brightness_profile,K_compact_finite,K_scale_tail_spiral,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.8,few_rotation_points,,False,S4G_MATCHED,1.382299482445311,,B;D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05829,P2,63,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_scale_tail_spiral,K_thick_flared,MEDIUM,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.65,low_inclination;large_distance_error,,False,S4G_MATCHED,1.7362519409099797,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC09992,P2,63,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_exponential_disk,MEDIUM,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.45,few_rotation_points;low_inclination;large_distance_error,,False,S4G_MATCHED,0.7926502176461918,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
ESO079-G014,P2,60,outer_disk_tail_lsb_or_hi_extent;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_thick_flared,K_scale_tail_spiral,MEDIUM,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
ESO563-G021,P2,60,bulge_compact_core_or_central_support;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_thick_flared,K_compact_finite,MEDIUM,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F568-1,P2,60,bulge_compact_core_or_central_support;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_thick_flared,K_compact_finite,HIGH,thick_flared_proxy_with_alternate_readout_memory_candidate,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC05414,P2,60,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,HIGH,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.65,few_rotation_points;large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06923,P2,60,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,MEDIUM,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.8,few_rotation_points,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC07399,P2,60,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_exponential_disk,K_scale_tail_spiral,MEDIUM,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC2903,P2,58,outer_disk_tail_lsb_or_hi_extent;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_scale_tail_spiral,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,,False,S4G_MATCHED,1.7563522457599674,2.279834193876809,B;D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC2976,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,1.0398167379523204,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3521,P2,58,outer_disk_tail_lsb_or_hi_extent;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_scale_tail_spiral,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,,False,S4G_MATCHED,1.4577606192294683,,B;D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3726,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,4.362446514010629,,B;D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3769,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,1.64846187677828,2.207839363280682,D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3877,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,3.4958913277542885,,B;D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC3953,P2,58,outer_disk_tail_lsb_or_hi_extent;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_scale_tail_spiral,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,4.151261699788311,4.09541126945029,B;D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4013,P2,58,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,S4G_MATCHED,2.3902261121066197,,Z;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4088,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,3.255908781030414,,D;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC4217,P2,58,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,S4G_MATCHED,2.520252999266957,,Z;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC5005,P2,58,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile,K_compact_finite,K_exponential_disk,LOW,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,1.0,none,,False,S4G_MATCHED,3.148701937592276,4.628419888813365,B;D;BAR,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC5055,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,S4G_MATCHED,0.719467664092647,,D;N,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC5371,P2,58,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,,False,S4G_MATCHED,6.7518777916411965,,B;D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC04305,P2,58,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,1.0,none,,False,S4G_MATCHED,1.1157951995803006,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC06818,P2,58,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,1.0,none,,False,S4G_MATCHED,1.465202610619796,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
D631-7,P2,55,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
DDO168,P2,55,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F563-1,P2,55,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_scale_tail_spiral,K_compact_finite,MEDIUM,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.65,low_inclination;large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F568-V1,P2,55,bulge_compact_core_or_central_support,residual_blind_multiband_image_morphology_label;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_exponential_disk,K_compact_finite,MEDIUM,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC2403,P2,55,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_exponential_disk,K_scale_tail_spiral,MEDIUM,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
NGC7331,P2,55,bulge_compact_core_or_central_support;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;bulge_disk_decomposition;central_surface_brightness_profile;non_s4g_external_morphology_source,K_thick_flared,K_exponential_disk,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.9,vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
PGC51017,P2,55,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.8,few_rotation_points,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC02259,P2,55,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_exponential_disk,K_scale_tail_spiral,MEDIUM,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,0.85,large_distance_error,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGCA444,P2,55,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
UGC00891,P3,53,thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;edge_on_projection_audit;vertical_profile_or_warp_observable,K_scale_tail_spiral,K_thick_flared,LOW,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,0.65,few_rotation_points;large_distance_error,,False,S4G_MATCHED,1.1457784926099834,,D,ACQUIRED_S4G_SPARC_DERIVED,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
CamB,P3,50,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,LOW,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,1.0,none,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F567-2,P3,50,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;non_s4g_external_morphology_source,K_scale_tail_spiral,K_exponential_disk,MEDIUM,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,0.6000000000000001,few_rotation_points;low_inclination,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
F571-8,P3,50,outer_disk_tail_lsb_or_hi_extent;thickness_flare_warp_or_projection,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;edge_on_projection_audit;vertical_profile_or_warp_observable;non_s4g_external_morphology_source,K_thick_flared,K_scale_tail_spiral,LOW,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,0.75,large_distance_error;vertical_geometry_proxy_only,,False,NO_S4G_MATCH,,,,MISSING,SPARC_Lelli2016c.mrt,PENDING_RESIDUAL_BLIND_MORPHOLOGY_REVIEW,False,False,morphology_inspection_queue_not_accepted_label_not_endpoint
